"nSubj","ph","nTrial","nBlock","trialType","actO","out"
1,1,69,14,"ctx-",0.167046120555359,"actO.1"
1,1,70,14,"CD+",0.182151358213431,"actO.1"
1,1,71,15,"ctx-",0.171583083999547,"actO.1"
1,1,72,15,"AC-",0.220870761885318,"actO.1"
1,1,73,15,"AB+",0.198063092984062,"actO.1"
1,1,74,15,"BD-",0.177348651851717,"actO.1"
1,1,75,15,"CD+",0.201716407682106,"actO.1"
1,1,76,16,"AB+",0.214631079549485,"actO.1"
1,1,77,16,"ctx-",0.189636254572797,"actO.1"
1,1,78,16,"CD+",0.224272996381772,"actO.1"
1,1,79,16,"AC-",0.279811715891614,"actO.1"
1,1,80,16,"BD-",0.216326263733385,"actO.1"
1,1,81,17,"AC-",0.299737536495463,"actO.1"
1,1,82,17,"CD+",0.258349670670576,"actO.1"
1,1,83,17,"AB+",0.273772839718754,"actO.1"
1,1,84,17,"ctx-",0.222590506180184,"actO.1"
1,1,85,17,"BD-",0.259615914968537,"actO.1"
1,1,86,18,"BD-",0.268307517463781,"actO.1"
1,1,87,18,"AB+",0.319970037393896,"actO.1"
1,1,88,18,"ctx-",0.242908049612764,"actO.1"
1,1,89,18,"CD+",0.338671594876168,"actO.1"
1,1,90,18,"AC-",0.427521323561994,"actO.1"
1,1,91,19,"AB+",0.385674968844664,"actO.1"
1,1,92,19,"BD-",0.345328778416981,"actO.1"
1,1,93,19,"CD+",0.40515407075644,"actO.1"
1,1,94,19,"ctx-",0.287793865334019,"actO.1"
1,1,95,19,"AC-",0.532529509444627,"actO.1"
1,1,96,20,"AB+",0.481594758572123,"actO.1"
1,1,97,20,"AC-",0.551786021028262,"actO.1"
1,1,98,20,"ctx-",0.305899295394657,"actO.1"
1,1,99,20,"BD-",0.444226484944299,"actO.1"
1,1,100,20,"CD+",0.462546595238785,"actO.1"
1,1,101,21,"ctx-",0.2985595882792,"actO.1"
1,1,102,21,"AB+",0.499068974597724,"actO.1"
1,1,103,21,"BD-",0.455683429152756,"actO.1"
1,1,104,21,"AC-",0.533058368995422,"actO.1"
1,1,105,21,"CD+",0.461542236283356,"actO.1"
1,1,106,22,"ctx-",0.291876814772477,"actO.1"
1,1,107,22,"CD+",0.464148039061191,"actO.1"
1,1,108,22,"AC-",0.517614647714214,"actO.1"
1,1,109,22,"AB+",0.493342123304099,"actO.1"
1,1,110,22,"BD-",0.473312794571536,"actO.1"
1,1,111,23,"ctx-",0.290678163888217,"actO.1"
1,1,112,23,"AC-",0.500936651901149,"actO.1"
1,1,113,23,"AB+",0.473554389337322,"actO.1"
1,1,114,23,"BD-",0.454034283927009,"actO.1"
1,1,115,23,"CD+",0.446400847665018,"actO.1"
1,1,116,24,"ctx-",0.270032557227462,"actO.1"
1,1,117,24,"AB+",0.460316349751236,"actO.1"
1,1,118,24,"BD-",0.452193456923961,"actO.1"
1,1,119,24,"CD+",0.453121070966848,"actO.1"
1,1,120,24,"AC-",0.481293412441669,"actO.1"
1,1,121,25,"ctx-",0.273001139981819,"actO.1"
1,1,122,25,"BD-",0.457198085133894,"actO.1"
1,1,123,25,"AC-",0.46317624614698,"actO.1"
1,1,124,25,"CD+",0.432360438216414,"actO.1"
1,1,125,25,"AB+",0.432066748918091,"actO.1"
1,1,126,26,"AC-",0.434475498918453,"actO.1"
1,1,127,26,"CD+",0.430831320716167,"actO.1"
1,1,128,26,"AB+",0.436922432968647,"actO.1"
1,1,129,26,"BD-",0.452395021530316,"actO.1"
1,1,130,26,"ctx-",0.262747348348736,"actO.1"
1,1,131,27,"AB+",0.47035881301145,"actO.1"
1,1,132,27,"ctx-",0.269057890891551,"actO.1"
1,1,133,27,"BD-",0.493611462030233,"actO.1"
1,1,134,27,"AC-",0.493192291664714,"actO.1"
1,1,135,27,"CD+",0.479307016158325,"actO.1"
1,1,136,28,"BD-",0.477998204208911,"actO.1"
1,1,137,28,"CD+",0.472365056875688,"actO.1"
1,1,138,28,"AC-",0.478348239995446,"actO.1"
1,1,139,28,"ctx-",0.258434778121971,"actO.1"
1,1,140,28,"AB+",0.464022617313178,"actO.1"
1,1,141,29,"AB+",0.468526466964665,"actO.1"
1,1,142,29,"BD-",0.468069259109563,"actO.1"
1,1,143,29,"ctx-",0.259989614718821,"actO.1"
1,1,144,29,"CD+",0.482277692933194,"actO.1"
1,1,145,29,"AC-",0.499481814679695,"actO.1"
1,1,146,30,"ctx-",0.262220060957468,"actO.1"
1,1,147,30,"AB+",0.511780559721699,"actO.1"
1,1,148,30,"AC-",0.501318306849905,"actO.1"
1,1,149,30,"CD+",0.494823255302739,"actO.1"
1,1,150,30,"BD-",0.501920884169105,"actO.1"
1,1,151,31,"BD-",0.497569928456384,"actO.1"
1,1,152,31,"AC-",0.478812672589514,"actO.1"
1,1,153,31,"AB+",0.484871337475922,"actO.1"
1,1,154,31,"ctx-",0.241344842379242,"actO.1"
1,1,155,31,"CD+",0.433906043317931,"actO.1"
1,1,156,32,"BD-",0.432272807707142,"actO.1"
1,1,157,32,"AB+",0.462374827648728,"actO.1"
1,1,158,32,"AC-",0.43160759586777,"actO.1"
1,1,159,32,"ctx-",0.233614279965225,"actO.1"
1,1,160,32,"CD+",0.420259199252164,"actO.1"
1,1,161,33,"AB+",0.473623779985637,"actO.1"
1,1,162,33,"CD+",0.445751951656765,"actO.1"
1,1,163,33,"AC-",0.472635216814758,"actO.1"
1,1,164,33,"ctx-",0.252060115327594,"actO.1"
1,1,165,33,"BD-",0.506853534811425,"actO.1"
1,1,166,34,"BD-",0.504264426053471,"actO.1"
1,1,167,34,"ctx-",0.249082551674383,"actO.1"
1,1,168,34,"AB+",0.520078828558772,"actO.1"
1,1,169,34,"AC-",0.470818203008287,"actO.1"
1,1,170,34,"CD+",0.465609015396836,"actO.1"
1,1,171,35,"AB+",0.51417991268283,"actO.1"
1,1,172,35,"CD+",0.480587804891218,"actO.1"
1,1,173,35,"BD-",0.489436926113889,"actO.1"
1,1,174,35,"AC-",0.508938400757864,"actO.1"
1,1,175,35,"ctx-",0.250258109010158,"actO.1"
1,1,176,36,"ctx-",0.247918556943804,"actO.1"
1,1,177,36,"AB+",0.548482589611739,"actO.1"
1,1,178,36,"BD-",0.486503463558624,"actO.1"
1,1,179,36,"CD+",0.503897547034335,"actO.1"
1,1,180,36,"AC-",0.496927115966696,"actO.1"
1,1,181,37,"AC-",0.487990765764935,"actO.1"
1,1,182,37,"CD+",0.490536410713667,"actO.1"
1,1,183,37,"BD-",0.456930277814746,"actO.1"
1,1,184,37,"AB+",0.504023785468199,"actO.1"
1,1,185,37,"ctx-",0.228666436238197,"actO.1"
1,1,186,38,"AC-",0.435810890268233,"actO.1"
1,1,187,38,"BD-",0.429756721527309,"actO.1"
1,1,188,38,"CD+",0.450765779987904,"actO.1"
1,1,189,38,"ctx-",0.215864135082383,"actO.1"
1,1,190,38,"AB+",0.454179410097172,"actO.1"
1,1,191,39,"CD+",0.454223882726636,"actO.1"
1,1,192,39,"BD-",0.419601974518792,"actO.1"
1,1,193,39,"AC-",0.417915137305551,"actO.1"
1,1,194,39,"ctx-",0.220121330392125,"actO.1"
1,1,195,39,"AB+",0.474408123386878,"actO.1"
1,1,196,40,"AB+",0.487036724708971,"actO.1"
1,1,197,40,"ctx-",0.225226527381717,"actO.1"
1,1,198,40,"BD-",0.458026450151937,"actO.1"
1,1,199,40,"AC-",0.455102755519148,"actO.1"
1,1,200,40,"CD+",0.508507147932271,"actO.1"
1,1,201,41,"ctx-",0.227964473770676,"actO.1"
1,1,202,41,"CD+",0.519419883936057,"actO.1"
1,1,203,41,"BD-",0.473865751064139,"actO.1"
1,1,204,41,"AB+",0.577959522630009,"actO.1"
1,1,205,41,"AC-",0.485186445106343,"actO.1"
1,1,206,42,"BD-",0.480348268799105,"actO.1"
1,1,207,42,"AC-",0.470784644094911,"actO.1"
1,1,208,42,"ctx-",0.224047139668013,"actO.1"
1,1,209,42,"AB+",0.544849787044936,"actO.1"
1,1,210,42,"CD+",0.490842146253218,"actO.1"
1,1,211,43,"CD+",0.496799120912118,"actO.1"
1,1,212,43,"AC-",0.429125784721747,"actO.1"
1,1,213,43,"ctx-",0.22054184993435,"actO.1"
1,1,214,43,"AB+",0.565030285137474,"actO.1"
1,1,215,43,"BD-",0.456111745606107,"actO.1"
1,1,216,44,"BD-",0.455163508060228,"actO.1"
1,1,217,44,"CD+",0.545409016854772,"actO.1"
1,1,218,44,"ctx-",0.220878476347698,"actO.1"
1,1,219,44,"AB+",0.577879025575171,"actO.1"
1,1,220,44,"AC-",0.446840722746884,"actO.1"
1,1,221,45,"ctx-",0.222165611886632,"actO.1"
1,1,222,45,"AC-",0.439969911835189,"actO.1"
1,1,223,45,"CD+",0.555831554846501,"actO.1"
1,1,224,45,"AB+",0.586742539624059,"actO.1"
1,1,225,45,"BD-",0.439921672892233,"actO.1"
1,1,226,46,"AB+",0.60242810186443,"actO.1"
1,1,227,46,"AC-",0.428254257193169,"actO.1"
1,1,228,46,"BD-",0.44011282996022,"actO.1"
1,1,229,46,"ctx-",0.214575902695632,"actO.1"
1,1,230,46,"CD+",0.538504726228434,"actO.1"
1,1,231,47,"AB+",0.616619866599193,"actO.1"
1,1,232,47,"ctx-",0.212128259944251,"actO.1"
1,1,233,47,"AC-",0.407023798907452,"actO.1"
1,1,234,47,"CD+",0.5512332560633,"actO.1"
1,1,235,47,"BD-",0.425295777300488,"actO.1"
1,1,236,48,"AB+",0.650517811725679,"actO.1"
1,1,237,48,"AC-",0.406119413875456,"actO.1"
1,1,238,48,"CD+",0.570278292930879,"actO.1"
1,1,239,48,"BD-",0.425593419609404,"actO.1"
1,1,240,48,"ctx-",0.21226479506805,"actO.1"
1,1,241,49,"AC-",0.394696707124253,"actO.1"
1,1,242,49,"ctx-",0.207675153772197,"actO.1"
1,1,243,49,"AB+",0.640084512245633,"actO.1"
1,1,244,49,"CD+",0.569277445548426,"actO.1"
1,1,245,49,"BD-",0.39275431395521,"actO.1"
1,1,246,50,"AC-",0.365927143928625,"actO.1"
1,1,247,50,"CD+",0.582591158447473,"actO.1"
1,1,248,50,"AB+",0.63967078704397,"actO.1"
1,1,249,50,"BD-",0.387855311073938,"actO.1"
1,1,250,50,"ctx-",0.203354451678432,"actO.1"
1,1,251,51,"AC-",0.361339755049406,"actO.1"
1,1,252,51,"BD-",0.373794679988279,"actO.1"
1,1,253,51,"ctx-",0.197370639143755,"actO.1"
1,1,254,51,"AB+",0.629690954240447,"actO.1"
1,1,255,51,"CD+",0.586985472823375,"actO.1"
1,1,256,52,"CD+",0.59646804678155,"actO.1"
1,1,257,52,"AC-",0.339795397726027,"actO.1"
1,1,258,52,"AB+",0.652897588922255,"actO.1"
1,1,259,52,"ctx-",0.199266778702825,"actO.1"
1,1,260,52,"BD-",0.369285254095285,"actO.1"
1,1,261,53,"ctx-",0.201017382781596,"actO.1"
1,1,262,53,"AC-",0.357112854479784,"actO.1"
1,1,263,53,"AB+",0.685245302815491,"actO.1"
1,1,264,53,"CD+",0.667340190544631,"actO.1"
1,1,265,53,"BD-",0.3636193973909,"actO.1"
1,1,266,54,"AC-",0.350686235389598,"actO.1"
1,1,267,54,"CD+",0.676999227143145,"actO.1"
1,1,268,54,"BD-",0.353086421362216,"actO.1"
1,1,269,54,"ctx-",0.195639862675732,"actO.1"
1,1,270,54,"AB+",0.696033625552167,"actO.1"
1,1,271,55,"BD-",0.335420371790789,"actO.1"
1,1,272,55,"ctx-",0.191896368947211,"actO.1"
1,1,273,55,"CD+",0.677815981983342,"actO.1"
1,1,274,55,"AB+",0.701516700820238,"actO.1"
1,1,275,55,"AC-",0.327620390868278,"actO.1"
1,1,276,56,"ctx-",0.190296315768887,"actO.1"
1,1,277,56,"CD+",0.693617531221281,"actO.1"
1,1,278,56,"BD-",0.315389046457684,"actO.1"
1,1,279,56,"AB+",0.723460659793017,"actO.1"
1,1,280,56,"AC-",0.327975523973284,"actO.1"
1,1,281,57,"AC-",0.32441253593225,"actO.1"
1,1,282,57,"BD-",0.304604034609926,"actO.1"
1,1,283,57,"ctx-",0.184993068519695,"actO.1"
1,1,284,57,"AB+",0.726074705189319,"actO.1"
1,1,285,57,"CD+",0.684934790776333,"actO.1"
1,1,286,58,"AC-",0.290144173481383,"actO.1"
1,1,287,58,"BD-",0.279949995616737,"actO.1"
1,1,288,58,"CD+",0.685445188530484,"actO.1"
1,1,289,58,"ctx-",0.178248542913814,"actO.1"
1,1,290,58,"AB+",0.734055114867854,"actO.1"
1,1,291,59,"AB+",0.739633080623184,"actO.1"
1,1,292,59,"CD+",0.709066550011143,"actO.1"
1,1,293,59,"ctx-",0.180771352477633,"actO.1"
1,1,294,59,"BD-",0.286688864108405,"actO.1"
1,1,295,59,"AC-",0.29361805568618,"actO.1"
1,1,296,60,"AB+",0.775910505165507,"actO.1"
1,1,297,60,"CD+",0.746476789729914,"actO.1"
1,1,298,60,"BD-",0.290174639202513,"actO.1"
1,1,299,60,"AC-",0.29578431636244,"actO.1"
1,1,300,60,"ctx-",0.182735861401571,"actO.1"
1,1,301,61,"AC-",0.288586372837731,"actO.1"
1,1,302,61,"ctx-",0.180121579787547,"actO.1"
1,1,303,61,"BD-",0.274653771995515,"actO.1"
1,1,304,61,"AB+",0.78514271344585,"actO.1"
1,1,305,61,"CD+",0.74450766802046,"actO.1"
1,1,306,62,"AB+",0.786337660097051,"actO.1"
1,1,307,62,"CD+",0.749092721778631,"actO.1"
1,1,308,62,"ctx-",0.174779200614048,"actO.1"
1,1,309,62,"BD-",0.26450492758986,"actO.1"
1,1,310,62,"AC-",0.263105883301846,"actO.1"
1,1,311,63,"ctx-",0.174138151111708,"actO.1"
1,1,312,63,"AC-",0.257180837709413,"actO.1"
1,1,313,63,"CD+",0.765725529335726,"actO.1"
1,1,314,63,"AB+",0.796857397784245,"actO.1"
1,1,315,63,"BD-",0.252965234808242,"actO.1"
1,1,316,64,"BD-",0.250662055327842,"actO.1"
1,1,317,64,"AB+",0.798413762402067,"actO.1"
1,1,318,64,"CD+",0.770480879197575,"actO.1"
1,1,319,64,"AC-",0.241585098496766,"actO.1"
1,1,320,64,"ctx-",0.168078292872226,"actO.1"
1,1,321,65,"AC-",0.237952430940695,"actO.1"
1,1,322,65,"ctx-",0.166503741587283,"actO.1"
1,1,323,65,"BD-",0.23484278831276,"actO.1"
1,1,324,65,"AB+",0.801041515628281,"actO.1"
1,1,325,65,"CD+",0.770239501251589,"actO.1"
1,1,326,66,"BD-",0.227706103438329,"actO.1"
1,1,327,66,"ctx-",0.162450776297479,"actO.1"
1,1,328,66,"AC-",0.22090943850165,"actO.1"
1,1,329,66,"CD+",0.773332123347218,"actO.1"
1,1,330,66,"AB+",0.803069402700807,"actO.1"
1,1,331,67,"ctx-",0.160566490202903,"actO.1"
1,1,332,67,"AB+",0.807376519526134,"actO.1"
1,1,333,67,"BD-",0.220637243414309,"actO.1"
1,1,334,67,"AC-",0.217286890839661,"actO.1"
1,1,335,67,"CD+",0.786931227108275,"actO.1"
1,1,336,68,"AC-",0.21571499913858,"actO.1"
1,1,337,68,"AB+",0.818930865908538,"actO.1"
1,1,338,68,"CD+",0.794343510235827,"actO.1"
1,1,339,68,"ctx-",0.159889860767861,"actO.1"
1,1,340,68,"BD-",0.220425959554857,"actO.1"
1,1,341,69,"AC-",0.214870679420847,"actO.1"
1,1,342,69,"CD+",0.807623735345204,"actO.1"
1,1,343,69,"ctx-",0.159514254263659,"actO.1"
1,1,344,69,"BD-",0.219012960434598,"actO.1"
1,1,345,69,"AB+",0.829718241262812,"actO.1"
1,1,346,70,"AC-",0.211066497082624,"actO.1"
1,1,347,70,"CD+",0.818261531621779,"actO.1"
1,1,348,70,"BD-",0.215607916438663,"actO.1"
1,1,349,70,"AB+",0.832607893471665,"actO.1"
1,1,350,70,"ctx-",0.157522235776673,"actO.1"
1,1,351,71,"CD+",0.82510882534833,"actO.1"
1,1,352,71,"AB+",0.837102023826084,"actO.1"
1,1,353,71,"ctx-",0.157582231723845,"actO.1"
1,1,354,71,"BD-",0.214042538860167,"actO.1"
1,1,355,71,"AC-",0.208684556973483,"actO.1"
1,1,356,72,"ctx-",0.156941446180808,"actO.1"
1,1,357,72,"BD-",0.210322724189238,"actO.1"
1,1,358,72,"AC-",0.204133537826418,"actO.1"
1,1,359,72,"CD+",0.831247011813817,"actO.1"
1,1,360,72,"AB+",0.843291839547676,"actO.1"
1,1,361,73,"AC-",0.198873670590245,"actO.1"
1,1,362,73,"AB+",0.844555737531413,"actO.1"
1,1,363,73,"ctx-",0.152493186147444,"actO.1"
1,1,364,73,"CD+",0.830139684365702,"actO.1"
1,1,365,73,"BD-",0.199535300828808,"actO.1"
1,1,366,74,"AC-",0.193378935625338,"actO.1"
1,1,367,74,"CD+",0.832034596548459,"actO.1"
1,1,368,74,"ctx-",0.1507743938864,"actO.1"
1,1,369,74,"BD-",0.196340339838141,"actO.1"
1,1,370,74,"AB+",0.849826123170108,"actO.1"
1,1,371,75,"CD+",0.836185001655818,"actO.1"
1,1,372,75,"ctx-",0.149639018298732,"actO.1"
1,1,373,75,"AC-",0.188544383752359,"actO.1"
1,1,374,75,"BD-",0.19332331098755,"actO.1"
1,1,375,75,"AB+",0.852440420729466,"actO.1"
1,1,376,76,"CD+",0.841846192855305,"actO.1"
1,1,377,76,"AB+",0.854429450256092,"actO.1"
1,1,378,76,"AC-",0.186077546743713,"actO.1"
1,1,379,76,"ctx-",0.14824853064407,"actO.1"
1,1,380,76,"BD-",0.190719723644554,"actO.1"
1,1,381,77,"AC-",0.184109916469556,"actO.1"
1,1,382,77,"AB+",0.859745088428962,"actO.1"
1,1,383,77,"CD+",0.845778312943717,"actO.1"
1,1,384,77,"BD-",0.187263953179087,"actO.1"
1,1,385,77,"ctx-",0.146155272394006,"actO.1"
1,1,386,78,"ctx-",0.145768781203301,"actO.1"
1,1,387,78,"BD-",0.184457603158434,"actO.1"
1,1,388,78,"AC-",0.177614934260152,"actO.1"
1,1,389,78,"CD+",0.844910488551168,"actO.1"
1,1,390,78,"AB+",0.862530069336764,"actO.1"
1,1,391,79,"ctx-",0.143335005717677,"actO.1"
1,1,392,79,"AB+",0.863783361668939,"actO.1"
1,1,393,79,"AC-",0.173669902298836,"actO.1"
1,1,394,79,"BD-",0.178137817207429,"actO.1"
1,1,395,79,"CD+",0.84547812986949,"actO.1"
1,1,396,80,"BD-",0.176602801056823,"actO.1"
1,1,397,80,"AB+",0.867455570761778,"actO.1"
1,1,398,80,"AC-",0.170403915729478,"actO.1"
1,1,399,80,"CD+",0.846766294166501,"actO.1"
1,1,400,80,"ctx-",0.140801615034702,"actO.1"
1,1,401,81,"BD-",0.173708212441864,"actO.1"
1,1,402,81,"CD+",0.849771578767268,"actO.1"
1,1,403,81,"AB+",0.870736813766239,"actO.1"
1,1,404,81,"AC-",0.168575243305174,"actO.1"
1,1,405,81,"ctx-",0.140121993453332,"actO.1"
1,1,406,82,"BD-",0.172097173848132,"actO.1"
1,1,407,82,"AB+",0.873024768547739,"actO.1"
1,1,408,82,"AC-",0.166766113342039,"actO.1"
1,1,409,82,"CD+",0.855769555659049,"actO.1"
1,1,410,82,"ctx-",0.138871811095782,"actO.1"
1,1,411,83,"AB+",0.875447625762145,"actO.1"
1,1,412,83,"AC-",0.165096055088646,"actO.1"
1,1,413,83,"CD+",0.858998772178798,"actO.1"
1,1,414,83,"BD-",0.169340871690056,"actO.1"
1,1,415,83,"ctx-",0.138151054418602,"actO.1"
1,1,416,84,"ctx-",0.137911284862894,"actO.1"
1,1,417,84,"CD+",0.862651590358038,"actO.1"
1,1,418,84,"AC-",0.162920671934488,"actO.1"
1,1,419,84,"AB+",0.878932492685524,"actO.1"
1,1,420,84,"BD-",0.167684970773234,"actO.1"
1,1,421,85,"CD+",0.866660308579587,"actO.1"
1,1,422,85,"ctx-",0.13682184044054,"actO.1"
1,1,423,85,"BD-",0.166902039470398,"actO.1"
1,1,424,85,"AB+",0.880370391563697,"actO.1"
1,1,425,85,"AC-",0.160741099791359,"actO.1"
1,1,426,86,"AC-",0.160131820338006,"actO.1"
1,1,427,86,"AB+",0.881350883113107,"actO.1"
1,1,428,86,"ctx-",0.135265635808731,"actO.1"
1,1,429,86,"CD+",0.869747763207575,"actO.1"
1,1,430,86,"BD-",0.163491748093958,"actO.1"
1,1,431,87,"AC-",0.156891676605772,"actO.1"
1,1,432,87,"CD+",0.870575144193194,"actO.1"
1,1,433,87,"BD-",0.162000758065901,"actO.1"
1,1,434,87,"ctx-",0.133670665775663,"actO.1"
1,1,435,87,"AB+",0.883060725409983,"actO.1"
1,1,436,88,"BD-",0.160244911252193,"actO.1"
1,1,437,88,"AC-",0.153367859994945,"actO.1"
1,1,438,88,"ctx-",0.132348678511213,"actO.1"
1,1,439,88,"CD+",0.870970426292821,"actO.1"
1,1,440,88,"AB+",0.883359961504078,"actO.1"
1,1,441,89,"AC-",0.150826345675242,"actO.1"
1,1,442,89,"ctx-",0.131209543282324,"actO.1"
1,1,443,89,"BD-",0.156081988990549,"actO.1"
1,1,444,89,"AB+",0.884430846807994,"actO.1"
1,1,445,89,"CD+",0.871173071415648,"actO.1"
1,1,446,90,"ctx-",0.130119671272192,"actO.1"
1,1,447,90,"AB+",0.886109678784917,"actO.1"
1,1,448,90,"BD-",0.154337039007146,"actO.1"
1,1,449,90,"AC-",0.147646947720083,"actO.1"
1,1,450,90,"CD+",0.87291564790282,"actO.1"
1,1,451,91,"ctx-",0.12930039344128,"actO.1"
1,1,452,91,"AB+",0.889077627302999,"actO.1"
1,1,453,91,"BD-",0.152981649346385,"actO.1"
1,1,454,91,"AC-",0.14632994007068,"actO.1"
1,1,455,91,"CD+",0.874922343056556,"actO.1"
1,1,456,92,"CD+",0.875755312983606,"actO.1"
1,1,457,92,"ctx-",0.128493229686306,"actO.1"
1,1,458,92,"AC-",0.145693526499343,"actO.1"
1,1,459,92,"BD-",0.151960909520448,"actO.1"
1,1,460,92,"AB+",0.891751980110715,"actO.1"
1,1,461,93,"ctx-",0.127903372628567,"actO.1"
1,1,462,93,"BD-",0.15096601435877,"actO.1"
1,1,463,93,"CD+",0.880994575476033,"actO.1"
1,1,464,93,"AC-",0.143670323968571,"actO.1"
1,1,465,93,"AB+",0.892564385596404,"actO.1"
1,1,466,94,"BD-",0.149504939097688,"actO.1"
1,1,467,94,"CD+",0.882715180436842,"actO.1"
1,1,468,94,"AC-",0.142427994485926,"actO.1"
1,1,469,94,"ctx-",0.126375914580723,"actO.1"
1,1,470,94,"AB+",0.893551028388278,"actO.1"
1,1,471,95,"CD+",0.884740574701014,"actO.1"
1,1,472,95,"AC-",0.14130327782993,"actO.1"
1,1,473,95,"ctx-",0.12583815009258,"actO.1"
1,1,474,95,"BD-",0.147644358038772,"actO.1"
1,1,475,95,"AB+",0.894950444420737,"actO.1"
1,1,476,96,"AB+",0.895423780746947,"actO.1"
1,1,477,96,"BD-",0.146798801017718,"actO.1"
1,1,478,96,"CD+",0.887370805381534,"actO.1"
1,1,479,96,"AC-",0.13940753130644,"actO.1"
1,1,480,96,"ctx-",0.124735868696119,"actO.1"
1,1,481,97,"ctx-",0.12453406125782,"actO.1"
1,1,482,97,"CD+",0.888460554981644,"actO.1"
1,1,483,97,"BD-",0.145264312685368,"actO.1"
1,1,484,97,"AC-",0.137891014426213,"actO.1"
1,1,485,97,"AB+",0.898605095263342,"actO.1"
1,1,486,98,"CD+",0.889751867541959,"actO.1"
1,1,487,98,"ctx-",0.123433356230892,"actO.1"
1,1,488,98,"AC-",0.13672628376697,"actO.1"
1,1,489,98,"BD-",0.143704020479634,"actO.1"
1,1,490,98,"AB+",0.899491450609223,"actO.1"
1,1,491,99,"ctx-",0.122615386369395,"actO.1"
1,1,492,99,"AB+",0.900084279069194,"actO.1"
1,1,493,99,"CD+",0.891265537388685,"actO.1"
